size,backend,trial,latency
32768,auto_dcnone,4,44.7100
65536,auto_dcnone,4,61.3800
131072,auto_dcnone,4,60.1000
262144,auto_dcnone,4,64.2300
524288,auto_dcnone,4,74.3300
1048576,auto_dcnone,4,86.6200
4,auto_dcnone,5,84.6000
8,auto_dcnone,5,88.8500
16,auto_dcnone,5,93.9300
32,auto_dcnone,5,93.3800
64,auto_dcnone,5,90.0100
128,auto_dcnone,5,91.9200
256,auto_dcnone,5,94.0700
512,auto_dcnone,5,91.7300
1024,auto_dcnone,5,96.6500
2048,auto_dcnone,5,108.1300
4096,auto_dcnone,5,45.3600
8192,auto_dcnone,5,47.9200
16384,auto_dcnone,5,49.6300
32768,auto_dcnone,5,47.5600
65536,auto_dcnone,5,64.2800
131072,auto_dcnone,5,60.4500
262144,auto_dcnone,5,66.5000
524288,auto_dcnone,5,76.9300
1048576,auto_dcnone,5,88.5000
4,auto_dcnone,6,82.2200
8,auto_dcnone,6,87.5700
16,auto_dcnone,6,84.2000
32,auto_dcnone,6,82.4500
64,auto_dcnone,6,88.9900
128,auto_dcnone,6,88.6500
256,auto_dcnone,6,89.2100
512,auto_dcnone,6,87.8300
1024,auto_dcnone,6,94.1700
2048,auto_dcnone,6,99.4100
4096,auto_dcnone,6,46.3400
8192,auto_dcnone,6,49.9800
16384,auto_dcnone,6,46.0600
32768,auto_dcnone,6,45.7900
65536,auto_dcnone,6,63.4500
131072,auto_dcnone,6,61.9900
262144,auto_dcnone,6,64.2300
524288,auto_dcnone,6,74.8000
1048576,auto_dcnone,6,87.6300
4,auto_dcnone,7,79.7200
8,auto_dcnone,7,88.8600
16,auto_dcnone,7,86.8000
32,auto_dcnone,7,87.6500
64,auto_dcnone,7,83.1500
128,auto_dcnone,7,85.9100
256,auto_dcnone,7,86.1600
512,auto_dcnone,7,90.2700
1024,auto_dcnone,7,92.8300
2048,auto_dcnone,7,102.6600
4096,auto_dcnone,7,42.8800
8192,auto_dcnone,7,48.8800
16384,auto_dcnone,7,44.2700
32768,auto_dcnone,7,44.9500
65536,auto_dcnone,7,63.7600
131072,auto_dcnone,7,61.9000
262144,auto_dcnone,7,65.8300
524288,auto_dcnone,7,76.3700
1048576,auto_dcnone,7,87.1600
4,auto_dcnone,8,77.4900
8,auto_dcnone,8,82.1500
16,auto_dcnone,8,91.5600
32,auto_dcnone,8,82.4300
64,auto_dcnone,8,80.8800
128,auto_dcnone,8,79.8400
256,auto_dcnone,8,78.0700
512,auto_dcnone,8,81.1000
1024,auto_dcnone,8,82.7300
2048,auto_dcnone,8,99.7000
4096,auto_dcnone,8,38.5900
8192,auto_dcnone,8,42.8900
16384,auto_dcnone,8,41.8200
32768,auto_dcnone,8,43.3800
65536,auto_dcnone,8,62.3600
131072,auto_dcnone,8,58.5600
262144,auto_dcnone,8,63.5500
524288,auto_dcnone,8,73.9100
1048576,auto_dcnone,8,85.7600
4,auto_dcnone,9,85.5800
8,auto_dcnone,9,92.5100
16,auto_dcnone,9,87.4300
32,auto_dcnone,9,87.1900
64,auto_dcnone,9,88.3900
128,auto_dcnone,9,90.6600
256,auto_dcnone,9,90.9100
512,auto_dcnone,9,90.9900
1024,auto_dcnone,9,94.8300
2048,auto_dcnone,9,105.2500
4096,auto_dcnone,9,45.6700
8192,auto_dcnone,9,49.7600
16384,auto_dcnone,9,48.9200
32768,auto_dcnone,9,47.5500
65536,auto_dcnone,9,64.3300
131072,auto_dcnone,9,63.9200
262144,auto_dcnone,9,65.4000
524288,auto_dcnone,9,75.6900
1048576,auto_dcnone,9,87.5600
4,auto_dcnone,10,81.4900
8,auto_dcnone,10,88.0500
16,auto_dcnone,10,88.1800
32,auto_dcnone,10,88.1100
64,auto_dcnone,10,89.0800
128,auto_dcnone,10,88.1000
256,auto_dcnone,10,88.4000
512,auto_dcnone,10,86.8600
1024,auto_dcnone,10,90.8200
2048,auto_dcnone,10,105.3200
4096,auto_dcnone,10,43.7100
8192,auto_dcnone,10,49.2600
16384,auto_dcnone,10,46.8700
32768,auto_dcnone,10,48.7400
65536,auto_dcnone,10,62.9300
131072,auto_dcnone,10,59.4000
262144,auto_dcnone,10,64.1200
524288,auto_dcnone,10,74.5400
1048576,auto_dcnone,10,87.2400
